ano_campeonato,time_mandante,time_visitante,gols_mandante,gols_visitante
2015,Joinville-SC,Santos,0,0
2015,Joinville-SC,Vasco da Gama,1,2
2015,Joinville-SC,Grêmio,0,2
2015,Sport Recife,Figueirense FC,4,1
2015,Sport Recife,Coritiba FC,1,0
2015,Sport Recife,Goiás,1,0
2015,Sport Recife,Joinville-SC,2,1
2015,Sport Recife,Vasco da Gama,2,1
2015,Sport Recife,Internacional,3,0
2015,Sport Recife,Palmeiras,2,2
2015,Sport Recife,São Paulo,2,0
2015,Sport Recife,Cruzeiro,0,0
2015,Sport Recife,Ponte Preta,1,1
2015,Sport Recife,Flamengo,0,1
2015,Sport Recife,Santos,1,1
2015,Sport Recife,Fluminense,1,0
2015,Sport Recife,Chapecoense,3,0
2015,Sport Recife,Avaí FC,3,0
2015,Sport Recife,Atlético-MG,4,1
2015,Sport Recife,Grêmio,1,0
2015,Sport Recife,Athletico-PR,0,0
2015,Sport Recife,Corinthians,2,0
2015,Internacional,Avaí FC,1,0
2015,Internacional,São Paulo,0,0
2015,Internacional,Coritiba FC,2,0
2015,Internacional,Santos,1,0
2015,Internacional,Atlético-MG,1,3
2015,Internacional,Flamengo,1,2
2015,Internacional,Goiás,2,1
2015,Internacional,Chapecoense,0,0
2015,Internacional,Fluminense,1,0
2015,Internacional,Athletico-PR,2,0
2015,Internacional,Vasco da Gama,6,0
2015,Internacional,Palmeiras,1,0
2015,Internacional,Corinthians,2,1
2015,Internacional,Figueirense FC,1,1
2015,Internacional,Sport Recife,2,1
2015,Internacional,Joinville-SC,1,0
2015,Internacional,Ponte Preta,1,0
2015,Internacional,Grêmio,1,0
2015,Internacional,Cruzeiro,2,0
2015,Vasco da Gama,Goiás,0,0
2015,Vasco da Gama,Internacional,1,1
2015,Vasco da Gama,Ponte Preta,0,3
2015,Vasco da Gama,Cruzeiro,1,3
2015,Vasco da Gama,Flamengo,1,0
2015,Vasco da Gama,Avaí FC,1,0
2015,Vasco da Gama,São Paulo,0,4
2015,Vasco da Gama,Palmeiras,1,4
2015,Vasco da Gama,Joinville-SC,0,0
2015,Vasco da Gama,Coritiba FC,0,1
2015,Vasco da Gama,Figueirense FC,0,1
2015,Vasco da Gama,Atlético-MG,1,2
2015,Vasco da Gama,Athletico-PR,2,0
2015,Vasco da Gama,Sport Recife,2,1
2015,Vasco da Gama,Chapecoense,1,1
2015,Vasco da Gama,Grêmio,0,0
2015,Vasco da Gama,Fluminense,0,1
2015,Vasco da Gama,Corinthians,1,1
2015,Vasco da Gama,Santos,1,0
2015,Figueirense FC,Vasco da Gama,0,0
2015,Figueirense FC,Cruzeiro,2,1
2015,Figueirense FC,Palmeiras,2,1
2015,Figueirense FC,Internacional,0,0
2015,Figueirense FC,Goiás,3,1
2015,Figueirense FC,Joinville-SC,0,2
2015,Figueirense FC,Coritiba FC,0,0
2015,Figueirense FC,Ponte Preta,3,1
2015,Figueirense FC,São Paulo,0,2
2015,Figueirense FC,Sport Recife,2,1
2015,Figueirense FC,Grêmio,0,2
2015,Figueirense FC,Athletico-PR,1,1
2015,Figueirense FC,Avaí FC,0,1
2015,Figueirense FC,Corinthians,1,3
2015,Figueirense FC,Flamengo,3,0
2015,Figueirense FC,Santos,0,0
2015,Figueirense FC,Atlético-MG,0,1
2015,Figueirense FC,Chapecoense,0,0
2015,Figueirense FC,Fluminense,1,0
2024,Grêmio,Fluminense,1,0
2024,Grêmio,Palmeiras,2,2
2024,Grêmio,Cruzeiro,0,2
2024,Grêmio,EC Vitória,2,0
2024,Grêmio,Vasco da Gama,1,0
2024,Botafogo,Atlético-MG,3,0
2024,Botafogo,Palmeiras,1,0
2024,Botafogo,Internacional,1,0
2024,Botafogo,Cruzeiro,0,3
2024,Cruzeiro,Corinthians,3,0
2024,Cruzeiro,RB Bragantino,2,1
2024,Cruzeiro,Juventude,2,0
2024,EC Bahia,Juventude,2,0
2024,EC Bahia,Cuiabá-MT,1,2
2024,EC Bahia,Corinthians,0,1
2024,EC Bahia,Internacional,1,1
2024,Flamengo,Cruzeiro,2,1
2024,Flamengo,Cuiabá-MT,1,1
2024,Flamengo,Fortaleza,1,2
2024,Flamengo,Criciúma EC,2,1
2024,Flamengo,Atlético-GO,2,0
2024,Fortaleza,Juventude,2,1
2024,Fortaleza,Fluminense,1,0
2024,Fortaleza,EC Vitória,3,1
2024,Fortaleza,Atlético-GO,3,1
2024,Fortaleza,São Paulo,1,0
2024,Juventude,Grêmio,3,0
2024,Juventude,Atlético-MG,1,1
2024,Juventude,São Paulo,0,0
2024,Juventude,Criciúma EC,1,2
2024,Palmeiras,EC Bahia,2,0
2024,Palmeiras,Atlético-GO,3,1
2024,Palmeiras,Cruzeiro,2,0
2024,Palmeiras,EC Vitória,0,2
2024,Cuiabá-MT,Fluminense,0,1
2024,Cuiabá-MT,Athletico-PR,1,2
2024,Fluminense,Internacional,1,1
2024,Fluminense,Palmeiras,1,0
2024,Fluminense,EC Bahia,1,0
2024,São Paulo,EC Bahia,3,1
2024,São Paulo,RB Bragantino,2,0
2024,São Paulo,Grêmio,1,0
2024,São Paulo,Botafogo,2,2
2024,São Paulo,Flamengo,1,0
2024,Corinthians,Fortaleza,0,0
2024,Corinthians,EC Vitória,3,2
2024,Corinthians,Criciúma EC,2,1
2024,Corinthians,Grêmio,2,2
2024,Corinthians,Juventude,1,1
2024,EC Vitória,Athletico-PR,0,1
2024,EC Vitória,Criciúma EC,2,1
2024,EC Vitória,Botafogo,0,1
2024,EC Vitória,Flamengo,1,2
2024,EC Vitória,Cuiabá-MT,1,0
2024,Athletico-PR,Internacional,1,0
2024,Athletico-PR,EC Bahia,1,3
2024,Athletico-PR,Grêmio,0,2
2024,Atlético-GO,Athletico-PR,1,2
2024,Atlético-GO,Vasco da Gama,0,1
2024,Atlético-GO,EC Bahia,1,1
2024,Atlético-GO,Botafogo,1,4
2024,Atlético-MG,São Paulo,2,1
2024,Atlético-MG,Vasco da Gama,2,0
2024,Atlético-MG,Corinthians,2,1
2024,Criciúma EC,Fortaleza,1,1
2024,Criciúma EC,Internacional,1,1
2024,Criciúma EC,Fluminense,1,1
2024,Criciúma EC,Atlético-MG,2,1
2024,Internacional,Vasco da Gama,1,2
2024,Internacional,Palmeiras,1,1
2024,RB Bragantino,Flamengo,1,1
2024,RB Bragantino,Athletico-PR,1,0
2024,RB Bragantino,Fluminense,0,1
2024,Vasco da Gama,Corinthians,2,0
2024,Vasco da Gama,RB Bragantino,2,2
2024,Grêmio,Cuiabá-MT,1,0
2024,Grêmio,Botafogo,1,2
2024,Grêmio,Atlético-GO,3,1
2024,Botafogo,EC Bahia,1,2
2024,Botafogo,Fluminense,1,0
2024,Botafogo,Flamengo,4,1
2024,Botafogo,Fortaleza,2,0
2024,Botafogo,Grêmio,0,0
2024,Cruzeiro,Botafogo,3,2
2024,Cruzeiro,EC Vitória,3,1
2024,Cruzeiro,Athletico-PR,2,0
2024,Cruzeiro,Vasco da Gama,1,1
2024,EC Bahia,EC Vitória,2,0
2024,Flamengo,Grêmio,2,1
2024,Fortaleza,Botafogo,1,1
2024,Juventude,Botafogo,3,2
2024,Juventude,RB Bragantino,1,1
2024,Palmeiras,Flamengo,0,0
2024,Palmeiras,Corinthians,2,0
2024,Palmeiras,Fortaleza,2,2
2024,Cuiabá-MT,Cruzeiro,0,0
2024,Fluminense,RB Bragantino,2,2
2024,Fluminense,EC Vitória,0,1
2024,Fluminense,São Paulo,2,0
2024,São Paulo,Fluminense,2,1
2024,São Paulo,Criciúma EC,2,1
2024,São Paulo,EC Vitória,2,1
2024,Corinthians,Flamengo,2,1
2024,Corinthians,Internacional,2,2
2024,EC Vitória,Cruzeiro,2,2
2024,EC Vitória,Juventude,1,0
2024,EC Vitória,RB Bragantino,1,0
2024,Athletico-PR,Fortaleza,1,1
2024,Athletico-PR,Cruzeiro,3,0
2024,Atlético-GO,Corinthians,2,2
2024,Atlético-GO,Grêmio,1,1
2024,Atlético-GO,Internacional,1,0
2024,Atlético-GO,EC Vitória,0,2
2024,Atlético-GO,Fluminense,1,0
2024,Atlético-MG,Criciúma EC,1,1
2024,Atlético-MG,EC Bahia,1,1
2024,Atlético-MG,Cuiabá-MT,1,1
2024,Atlético-MG,Fluminense,0,2
2024,Criciúma EC,Cuiabá-MT,2,5
2024,Criciúma EC,Athletico-PR,0,0
2024,Internacional,Juventude,2,1
2024,Internacional,Atlético-MG,1,2
2024,Internacional,Cruzeiro,1,0
2024,RB Bragantino,Palmeiras,0,0
2024,Vasco da Gama,EC Vitória,2,1
2024,Vasco da Gama,Botafogo,1,1
2024,Grêmio,Athletico-PR,2,0
2024,Grêmio,Criciúma EC,1,2
2024,Grêmio,RB Bragantino,0,2
2024,Grêmio,EC Bahia,0,2
2024,Grêmio,Flamengo,3,2
2024,Grêmio,Fortaleza,3,1
2024,Botafogo,Juventude,5,1
2024,Botafogo,RB Bragantino,2,1
2024,Botafogo,Corinthians,2,1
2024,Cruzeiro,Internacional,0,0
2024,Cruzeiro,Cuiabá-MT,2,1
2024,Cruzeiro,São Paulo,0,1
2024,EC Bahia,Vasco da Gama,2,1
2024,Flamengo,Botafogo,0,2
2024,Flamengo,Corinthians,2,0
2024,Flamengo,RB Bragantino,2,1
2024,Flamengo,Vasco da Gama,1,1
2024,Flamengo,Fluminense,0,2
2024,Flamengo,Juventude,4,2
2024,Fortaleza,Criciúma EC,1,0
2024,Juventude,Atlético-GO,1,0
2024,Juventude,EC Vitória,1,1
2024,Juventude,Internacional,1,3
2024,Juventude,Fluminense,2,1
2024,Palmeiras,Internacional,0,1
2024,Palmeiras,Athletico-PR,0,2
2024,Palmeiras,Vasco da Gama,2,0
2024,Palmeiras,São Paulo,2,1
2024,Palmeiras,Atlético-MG,2,1
2024,Cuiabá-MT,EC Vitória,0,0
2024,Cuiabá-MT,Atlético-MG,0,3
2024,Cuiabá-MT,Palmeiras,0,2
2024,Cuiabá-MT,Internacional,0,1
2024,Cuiabá-MT,Fortaleza,5,0
2024,Cuiabá-MT,RB Bragantino,1,1
2024,Cuiabá-MT,Grêmio,1,3
2024,Cuiabá-MT,São Paulo,2,0
2024,Fluminense,Atlético-GO,1,2
2024,Fluminense,Athletico-PR,1,0
2024,Fluminense,Cruzeiro,1,0
2024,São Paulo,Fortaleza,1,2
2024,São Paulo,Cruzeiro,2,0
2024,São Paulo,Atlético-GO,1,0
2024,São Paulo,Vasco da Gama,3,0
2024,Corinthians,São Paulo,2,2
2024,Corinthians,Cuiabá-MT,1,1
2024,Corinthians,RB Bragantino,1,1
2024,Corinthians,Atlético-GO,3,0
2024,EC Vitória,Atlético-GO,0,2
2024,Athletico-PR,Cuiabá-MT,4,0
2024,Athletico-PR,Juventude,1,2
2024,Atlético-GO,Flamengo,1,2
2024,Atlético-GO,Cuiabá-MT,0,0
2024,Atlético-MG,Grêmio,2,1
2024,Atlético-MG,RB Bragantino,3,0
2024,Criciúma EC,Palmeiras,1,2
2024,Criciúma EC,EC Bahia,2,2
2024,Criciúma EC,Cruzeiro,1,0
2024,Criciúma EC,RB Bragantino,1,0
2024,Criciúma EC,Vasco da Gama,2,2
2024,Criciúma EC,Atlético-GO,2,0
2024,Internacional,Grêmio,1,0
2024,RB Bragantino,Fortaleza,1,2
2024,RB Bragantino,EC Bahia,2,1
2024,RB Bragantino,Grêmio,2,2
2024,Vasco da Gama,Grêmio,2,1
2024,Vasco da Gama,Flamengo,1,6
2024,Vasco da Gama,Fortaleza,2,0
2024,Vasco da Gama,Cuiabá-MT,1,0
2024,Vasco da Gama,Fluminense,2,0
2024,Vasco da Gama,Athletico-PR,2,1
2024,Vasco da Gama,Juventude,1,1
2024,Botafogo,Atlético-GO,1,0
2024,Botafogo,Criciúma EC,1,1
2024,Cruzeiro,Fortaleza,1,2
2024,Cruzeiro,Atlético-MG,0,0
2024,EC Bahia,Fluminense,2,1
2024,EC Bahia,Grêmio,1,0
2024,EC Bahia,Botafogo,0,0
2024,Flamengo,São Paulo,2,1
2024,Flamengo,Palmeiras,1,1
2024,Fortaleza,Cruzeiro,1,1
2024,Fortaleza,RB Bragantino,1,1
2024,Fortaleza,Athletico-PR,1,0
2024,Fortaleza,Palmeiras,3,0
2024,Fortaleza,Corinthians,1,0
2024,Juventude,Corinthians,2,0
2024,Juventude,Flamengo,2,1
2024,Palmeiras,Cuiabá-MT,5,0
2024,Palmeiras,Criciúma EC,5,0
2024,Cuiabá-MT,Juventude,0,0
2024,São Paulo,Internacional,1,3
2024,São Paulo,Corinthians,3,1
2024,Corinthians,Atlético-MG,0,0
2024,Corinthians,Fluminense,3,0
2024,Corinthians,Botafogo,0,1
2024,Corinthians,Athletico-PR,5,2
2024,EC Vitória,EC Bahia,2,2
2024,EC Vitória,São Paulo,1,3
2024,EC Vitória,Internacional,2,1
2024,EC Vitória,Vasco da Gama,0,1
2024,EC Vitória,Fluminense,2,1
2024,Athletico-PR,Flamengo,1,1
2024,Athletico-PR,São Paulo,1,2
2024,Athletico-PR,Palmeiras,0,2
2024,Athletico-PR,Botafogo,0,1
2024,Atlético-GO,São Paulo,0,3
2024,Atlético-GO,Cruzeiro,0,1
2024,Atlético-GO,Juventude,2,1
2024,Atlético-MG,Cruzeiro,3,0
2024,Atlético-MG,Palmeiras,0,4
2024,Atlético-MG,Atlético-GO,1,1
2024,Atlético-MG,Flamengo,2,4
2024,Internacional,EC Bahia,2,1
2024,Internacional,Fortaleza,2,1
2024,Internacional,Athletico-PR,2,2
2024,Internacional,Cuiabá-MT,3,0
2024,RB Bragantino,Atlético-MG,1,2
2024,RB Bragantino,Internacional,2,2
2024,Vasco da Gama,Criciúma EC,0,4
2024,Vasco da Gama,Palmeiras,0,1
2024,Grêmio,Atlético-MG,2,3
2024,Cruzeiro,Atlético-GO,3,1
2024,EC Bahia,RB Bragantino,1,0
2024,EC Bahia,Atlético-MG,3,0
2024,Flamengo,Athletico-PR,1,0
2024,Fortaleza,Atlético-MG,1,1
2024,Juventude,Athletico-PR,1,1
2024,Cuiabá-MT,Criciúma EC,2,1
2024,Fluminense,Atlético-MG,2,2
2024,Fluminense,Juventude,1,1
2024,Fluminense,Corinthians,0,0
2024,Fluminense,Botafogo,0,1
2024,São Paulo,Palmeiras,0,0
2024,EC Vitória,Palmeiras,0,1
2024,Athletico-PR,Vasco da Gama,1,0
2024,Athletico-PR,Criciúma EC,3,1
2024,Atlético-MG,EC Vitória,2,2
2024,Internacional,São Paulo,0,0
2024,RB Bragantino,Vasco da Gama,2,1
2024,RB Bragantino,Atlético-GO,3,1
2024,Vasco da Gama,Cruzeiro,0,0
2024,EC Bahia,Flamengo,0,2
2024,Fortaleza,EC Bahia,4,1
2024,Fluminense,Vasco da Gama,2,1
2024,Criciúma EC,Juventude,1,1
2024,Criciúma EC,Grêmio,0,1
2024,Internacional,EC Vitória,3,1
2024,RB Bragantino,Corinthians,1,0
2024,Cruzeiro,EC Bahia,1,1
2024,EC Bahia,Criciúma EC,1,0
2024,Juventude,Palmeiras,3,5
2024,Internacional,Atlético-GO,1,1
2024,RB Bragantino,Juventude,2,1
2024,EC Bahia,Fortaleza,1,0
2024,Fortaleza,Cuiabá-MT,1,0
2024,Cuiabá-MT,Botafogo,1,2
2023,Fluminense,Athletico-PR,2,0
2023,Botafogo,América-MG,2,0
2023,Internacional,Palmeiras,0,0
2023,Athletico-PR,EC Bahia,2,0
2023,Goiás,São Paulo,2,0
2023,Palmeiras,Fluminense,1,0
2023,EC Bahia,Palmeiras,1,0
2023,EC Bahia,Corinthians,0,0
2023,EC Bahia,RB Bragantino,4,0
2023,EC Bahia,Internacional,1,0
2023,EC Bahia,Fortaleza,2,0
2023,EC Bahia,Fluminense,1,0
2023,Vasco da Gama,Grêmio,1,0
2023,Vasco da Gama,São Paulo,0,0
2023,Vasco da Gama,Fortaleza,1,0
2023,Vasco da Gama,Botafogo,1,0
2023,Coritiba FC,Cruzeiro,1,0
2023,Corinthians,Fluminense,2,0
2023,Corinthians,Palmeiras,0,0
2023,Corinthians,Botafogo,1,0
2023,Corinthians,Athletico-PR,1,0
2023,Coritiba FC,Santos,0,0
2023,Coritiba FC,Fluminense,2,0
2023,Coritiba FC,Athletico-PR,2,0
2023,Fluminense,Cuiabá-MT,2,0
2023,Fluminense,Internacional,2,0
2023,Fluminense,Flamengo,0,0
2023,Fluminense,Santos,1,0
2023,Fluminense,Cruzeiro,1,0
2023,Fluminense,São Paulo,1,0
2023,Fluminense,Fortaleza,1,0
2023,São Paulo,RB Bragantino,1,0
2023,Botafogo,Atlético-MG,2,0
2023,Botafogo,Corinthians,3,0
2023,Botafogo,Fluminense,1,0
2023,Botafogo,Fortaleza,2,0
2023,Botafogo,Vasco da Gama,2,0
2023,Botafogo,RB Bragantino,2,0
2023,Botafogo,EC Bahia,3,0
2023,Botafogo,Cruzeiro,0,0
2023,Cruzeiro,Grêmio,1,0
2023,São Paulo,América-MG,3,0
2023,São Paulo,Internacional,2,0
2023,São Paulo,Fluminense,1,0
2023,São Paulo,EC Bahia,0,0
2023,São Paulo,Botafogo,0,0
2023,São Paulo,Grêmio,3,0
2023,São Paulo,Cruzeiro,1,0
2023,São Paulo,Cuiabá-MT,0,0
2023,São Paulo,Flamengo,1,0
2023,Grêmio,Fortaleza,0,0
2023,Grêmio,Atlético-MG,1,0
2023,Grêmio,Cruzeiro,3,0
2023,Grêmio,Cuiabá-MT,2,0
2023,Grêmio,Palmeiras,1,0
2023,Grêmio,EC Bahia,1,0
2023,Grêmio,Vasco da Gama,1,0
2023,Athletico-PR,Goiás,2,0
2023,Athletico-PR,Botafogo,1,0
2023,Athletico-PR,Corinthians,1,0
2023,Athletico-PR,Cuiabá-MT,2,0
2023,Athletico-PR,Vasco da Gama,0,0
2023,Athletico-PR,Santos,3,0
2023,Vasco da Gama,Cuiabá-MT,1,0
2023,Atlético-MG,Internacional,2,0
2023,Atlético-MG,EC Bahia,1,0
2023,Santos,Atlético-MG,0,0
2023,Santos,EC Bahia,3,0
2023,Santos,Palmeiras,0,0
2023,Santos,Cuiabá-MT,0,0
2023,Santos,São Paulo,0,0
2023,RB Bragantino,Athletico-PR,2,0
2023,RB Bragantino,Santos,2,0
2023,RB Bragantino,Flamengo,4,0
2023,RB Bragantino,Goiás,2,0
2023,RB Bragantino,São Paulo,0,0
2023,RB Bragantino,Internacional,0,0
2023,RB Bragantino,Cuiabá-MT,2,0
2023,RB Bragantino,Grêmio,2,0
2023,Internacional,Fluminense,0,0
2023,Internacional,RB Bragantino,1,0
2023,RB Bragantino,Fluminense,1,0
2023,RB Bragantino,Corinthians,1,0
2023,RB Bragantino,Coritiba FC,1,0
2023,Fortaleza,São Paulo,0,0
2023,Fortaleza,Vasco da Gama,2,0
2023,Fortaleza,EC Bahia,0,0
2023,Fortaleza,Athletico-PR,1,0
2023,Fortaleza,Santos,4,0
2023,Fortaleza,Goiás,1,0
2023,América-MG,Corinthians,2,0
2023,América-MG,Santos,2,0
2023,Atlético-MG,Santos,2,0
2023,Atlético-MG,Botafogo,1,0
2023,Atlético-MG,Cuiabá-MT,1,0
2023,Atlético-MG,Fluminense,2,0
2023,Atlético-MG,Grêmio,3,0
2023,Goiás,Atlético-MG,0,0
2023,Goiás,Fortaleza,1,0
2023,Goiás,Internacional,0,0
2023,Goiás,Flamengo,0,0
2023,Goiás,América-MG,1,0
2023,Internacional,Goiás,1,0
2023,Internacional,EC Bahia,2,0
2023,Internacional,Cruzeiro,0,0
2023,Palmeiras,Cruzeiro,1,0
2023,Palmeiras,Vasco da Gama,1,0
2023,Palmeiras,Goiás,1,0
2023,Palmeiras,São Paulo,5,0
2023,Palmeiras,EC Bahia,1,0
2023,Palmeiras,América-MG,4,0
2023,Palmeiras,Athletico-PR,1,0
2023,Cuiabá-MT,Santos,3,0
2023,Cuiabá-MT,Flamengo,3,0
2023,Cuiabá-MT,Fluminense,3,0
2023,Cuiabá-MT,Cruzeiro,0,0
2023,Cuiabá-MT,Athletico-PR,3,0
2023,Cruzeiro,São Paulo,1,0
2023,Cruzeiro,Coritiba FC,0,0
2023,Cruzeiro,Botafogo,0,0
2023,Cruzeiro,RB Bragantino,0,0
2023,Cruzeiro,EC Bahia,3,0
2023,Grêmio,Santos,1,0
2023,Palmeiras,Internacional,3,0
2023,Flamengo,Coritiba FC,3,0
2023,Flamengo,Goiás,2,0
2023,Flamengo,Corinthians,1,0
2023,Flamengo,Grêmio,3,0
2023,Flamengo,Fortaleza,2,0
2023,Flamengo,Internacional,0,0
2023,Flamengo,EC Bahia,1,0
2023,Flamengo,Vasco da Gama,1,0
2023,Flamengo,RB Bragantino,1,0
2023,Flamengo,Palmeiras,3,0
2023,Vasco da Gama,Atlético-MG,1,0
2023,Palmeiras,Cuiabá-MT,2,1
2023,Cuiabá-MT,São Paulo,2,1
2023,EC Bahia,América-MG,3,1
2023,Fortaleza,Coritiba FC,3,1
2023,Fortaleza,Corinthians,2,1
2023,EC Bahia,Coritiba FC,3,1
2023,EC Bahia,Goiás,1,1
2023,EC Bahia,Vasco da Gama,1,1
2023,EC Bahia,Athletico-PR,1,1
2023,EC Bahia,São Paulo,0,1
2023,EC Bahia,Atlético-MG,4,1
2023,Vasco da Gama,EC Bahia,0,1
2023,Vasco da Gama,Santos,0,1
2023,Vasco da Gama,Goiás,0,1
2023,Vasco da Gama,Cruzeiro,0,1
2023,Vasco da Gama,Coritiba FC,5,1
2023,Vasco da Gama,América-MG,2,1
2023,Vasco da Gama,RB Bragantino,2,1
2023,América-MG,Atlético-MG,1,1
2023,Corinthians,Cruzeiro,2,1
2023,Corinthians,Fortaleza,1,1
2023,Corinthians,São Paulo,1,1
2023,Corinthians,Cuiabá-MT,1,1
2023,Corinthians,RB Bragantino,0,1
2023,Corinthians,Vasco da Gama,3,1
2023,Corinthians,Coritiba FC,3,1
2023,Corinthians,Goiás,1,1
2023,Corinthians,Flamengo,1,1
2023,Corinthians,América-MG,1,1
2023,Corinthians,Santos,1,1
2023,Corinthians,Atlético-MG,1,1
2023,Coritiba FC,São Paulo,1,1
2023,Coritiba FC,Vasco da Gama,1,1
2023,Coritiba FC,Internacional,0,1
2023,Coritiba FC,América-MG,3,1
2023,Coritiba FC,RB Bragantino,0,1
2023,Coritiba FC,Goiás,0,1
2023,Coritiba FC,Botafogo,1,1
2023,Fluminense,Vasco da Gama,1,1
2023,Fluminense,RB Bragantino,2,1
2023,Fluminense,EC Bahia,2,1
2023,Fluminense,Palmeiras,2,1
2023,Fluminense,América-MG,3,1
2023,Fluminense,Coritiba FC,2,1
2023,Fluminense,Atlético-MG,1,1
2023,Atlético-MG,São Paulo,2,1
2023,Botafogo,São Paulo,2,1
2023,Botafogo,Coritiba FC,4,1
2023,Botafogo,Internacional,3,1
2023,Botafogo,Goiás,1,1
2023,Botafogo,Athletico-PR,1,1
2023,Botafogo,Cuiabá-MT,0,1
2023,Botafogo,Santos,1,1
2023,São Paulo,Goiás,2,1
2023,São Paulo,Athletico-PR,2,1
2023,São Paulo,Santos,4,1
2023,São Paulo,Coritiba FC,2,1
2023,São Paulo,Corinthians,2,1
2023,Grêmio,Internacional,3,1
2023,Grêmio,São Paulo,2,1
2023,Grêmio,América-MG,3,1
2023,Grêmio,Coritiba FC,5,1
2023,Grêmio,Fluminense,2,1
2023,Grêmio,Corinthians,0,1
2023,Grêmio,Goiás,2,1
2023,Athletico-PR,Flamengo,2,1
2023,Athletico-PR,Atlético-MG,1,1
2023,Athletico-PR,Internacional,2,1
2023,Athletico-PR,RB Bragantino,1,1
2023,Athletico-PR,São Paulo,1,1
2023,Athletico-PR,Fortaleza,1,1
2023,Atlético-MG,Palmeiras,1,1
2023,Atlético-MG,RB Bragantino,1,1
2023,Atlético-MG,Corinthians,0,1
2023,Cruzeiro,Atlético-MG,0,1
2023,Santos,Internacional,1,1
2023,Santos,Athletico-PR,1,1
2023,Santos,Grêmio,2,1
2023,Santos,Vasco da Gama,4,1
2023,Santos,Coritiba FC,2,1
2023,RB Bragantino,EC Bahia,2,1
2023,RB Bragantino,Vasco da Gama,1,1
2023,RB Bragantino,Palmeiras,2,1
2023,Internacional,Fortaleza,0,1
2023,Internacional,São Paulo,2,1
2023,Internacional,Santos,7,1
2023,Internacional,América-MG,1,1
2023,Internacional,Botafogo,3,1
2023,Atlético-MG,Athletico-PR,2,1
2023,Fortaleza,Internacional,1,1
2023,Fortaleza,Atlético-MG,2,1
2023,Fortaleza,Cuiabá-MT,0,1
2023,Fortaleza,Grêmio,1,1
2023,Fortaleza,Cruzeiro,0,1
2023,Cruzeiro,Santos,2,1
2023,América-MG,Fortaleza,2,1
2023,América-MG,Vasco da Gama,0,1
2023,Cruzeiro,Goiás,0,1
2023,América-MG,Goiás,0,1
2023,América-MG,São Paulo,2,1
2023,Atlético-MG,Cruzeiro,0,1
2023,Atlético-MG,Fortaleza,3,1
2023,Atlético-MG,Goiás,2,1
2023,Goiás,Corinthians,3,1
2023,Goiás,Botafogo,2,1
2023,Goiás,Cuiabá-MT,0,1
2023,Goiás,Grêmio,1,1
2023,Goiás,Athletico-PR,1,1
2023,Goiás,Vasco da Gama,1,1
2023,Goiás,Santos,0,1
2023,Goiás,Cruzeiro,0,1
2023,Internacional,Flamengo,2,1
2023,Internacional,Vasco da Gama,2,1
2023,Palmeiras,Corinthians,2,1
2023,Palmeiras,Grêmio,4,1
2023,Palmeiras,RB Bragantino,1,1
2023,Palmeiras,Coritiba FC,3,1
2023,Palmeiras,Botafogo,0,1
2023,Palmeiras,Flamengo,1,1
2023,Palmeiras,Fortaleza,3,1
2023,Cuiabá-MT,RB Bragantino,1,1
2023,Cuiabá-MT,Coritiba FC,1,1
2023,Cuiabá-MT,Botafogo,0,1
2023,Cuiabá-MT,EC Bahia,1,1
2023,Cuiabá-MT,Goiás,1,1
2023,Cuiabá-MT,Corinthians,0,1
2023,Cuiabá-MT,Fortaleza,2,1
2023,Cruzeiro,Cuiabá-MT,0,1
2023,Cruzeiro,Fortaleza,0,1
2023,Cruzeiro,Corinthians,1,1
2023,Cruzeiro,América-MG,1,1
2023,Cruzeiro,Athletico-PR,1,1
2023,Cruzeiro,Palmeiras,1,1
2023,Flamengo,Cruzeiro,1,1
2023,Flamengo,América-MG,1,1
2023,Flamengo,São Paulo,1,1
2023,Flamengo,Fluminense,1,1
2023,Flamengo,Cuiabá-MT,2,1
2023,Athletico-PR,Fluminense,2,2
2023,Cruzeiro,Flamengo,0,2
2023,Vasco da Gama,Fluminense,4,2
2023,EC Bahia,Botafogo,1,2
2023,EC Bahia,Cruzeiro,2,2
2023,EC Bahia,Grêmio,1,2
2023,EC Bahia,Santos,1,2
2023,Vasco da Gama,Athletico-PR,0,2
2023,Vasco da Gama,Internacional,1,2
2023,Corinthians,Internacional,1,2
2023,Coritiba FC,Atlético-MG,1,2
2023,Coritiba FC,Palmeiras,0,2
2023,Coritiba FC,Grêmio,1,2
2023,Coritiba FC,Corinthians,0,2
2023,Fluminense,Botafogo,0,2
2023,Botafogo,Flamengo,1,2
2023,São Paulo,Vasco da Gama,4,2
2023,São Paulo,Palmeiras,0,2
2023,São Paulo,Atlético-MG,0,2
2023,São Paulo,Fortaleza,1,2
2023,Grêmio,Botafogo,0,2
2023,Grêmio,Athletico-PR,1,2
2023,Grêmio,Flamengo,3,2
2023,Athletico-PR,Coritiba FC,3,2
2023,Athletico-PR,Grêmio,1,2
2023,Athletico-PR,Palmeiras,2,2
2023,Athletico-PR,América-MG,3,2
2023,Flamengo,Santos,1,2
2023,Atlético-MG,Vasco da Gama,1,2
2023,Atlético-MG,América-MG,2,2
2023,Santos,América-MG,3,2
2023,Santos,Corinthians,0,2
2023,Santos,Botafogo,2,2
2023,Santos,Fortaleza,1,2
2023,RB Bragantino,América-MG,2,2
